ID_Aluno,ID_Disciplina,Presenca,Nota_Midterm,Nota_Final,Nota_Projetos,Nota_Total,Conceito
S4750,CS,,93.24,61.32,58.8,54.92,D
S4751,Engineering,93.43,47.53,63.19,76.62,78.99,B
S4752,Engineering,51.01,43.92,47.33,77.5,97.49,C
S4753,CS,62.18,73.78,80.81,99.21,56.11,D
S4754,Engineering,54.5,70.15,54.61,80.0,75.12,D
S4755,Business,72.1,69.47,77.73,83.33,84.35,C
S4756,CS,,74.47,53.39,60.69,74.79,A
S4757,CS,73.38,57.22,63.27,55.34,95.59,F
S4758,Mathematics,92.49,79.78,91.4,80.1,58.31,B
S4759,CS,66.36,70.14,84.33,93.24,51.21,C
S4760,Business,66.98,60.08,49.28,79.37,69.16,D
S4761,Engineering,94.78,89.59,76.46,72.14,77.77,A
S4762,Business,71.29,83.66,77.72,78.91,62.73,C
S4763,Business,,63.62,45.43,73.44,58.42,F
S4764,Engineering,61.83,90.86,67.95,57.09,90.24,B
S4765,Business,97.44,95.22,55.64,87.06,59.43,A
S4766,Mathematics,78.73,72.21,68.03,76.65,72.13,D
S4767,Engineering,,52.9,86.62,69.97,97.72,A
S4768,CS,54.48,94.95,49.5,77.98,80.64,F
S4769,CS,74.63,51.37,47.4,62.06,74.89,A
S4770,Business,95.05,42.91,56.16,71.4,68.01,B
S4771,Engineering,93.85,59.65,97.14,81.12,76.02,B
S4772,CS,52.34,83.62,84.87,61.31,86.72,C
S4773,CS,65.18,95.4,41.17,87.45,91.13,B
S4774,Engineering,72.17,78.24,64.06,76.05,82.49,A
S4775,CS,58.61,97.11,55.44,93.09,89.52,D
S4776,Engineering,86.5,45.54,78.29,92.36,54.42,A
S4777,Business,59.23,43.65,67.56,74.73,50.72,C
S4778,Engineering,67.33,76.25,97.87,59.77,86.72,C
S4779,CS,83.16,97.97,53.14,86.83,63.09,C
S4780,CS,74.1,70.16,75.27,70.93,93.88,D
S4781,CS,86.93,43.09,82.01,79.73,76.79,A
S4782,CS,98.06,53.27,89.53,55.36,73.93,A
S4783,Engineering,55.83,54.69,64.42,81.58,88.64,D
S4784,Engineering,85.48,60.27,81.22,68.68,87.05,B
S4785,CS,61.52,42.62,58.19,66.71,85.21,B
S4786,CS,70.72,94.29,66.13,99.0,84.5,A
S4787,CS,51.64,70.93,93.74,71.62,75.77,C
S4788,Mathematics,,80.26,96.99,83.9,96.32,F
S4789,Engineering,,44.03,83.13,81.39,94.53,D
S4790,Business,67.1,43.25,62.46,55.22,66.47,B
S4791,Business,94.98,75.19,89.2,87.4,90.23,B
S4792,Engineering,87.09,93.24,41.55,66.16,94.56,A
S4793,Business,98.61,71.71,46.16,89.95,80.91,A
S4794,CS,79.95,92.67,79.68,80.38,77.78,A
S4795,Engineering,62.09,88.66,57.47,65.85,83.59,D
S4796,CS,66.38,44.55,97.08,67.81,58.15,C
S4797,Business,65.99,52.12,66.16,86.58,54.37,C
S4798,CS,66.32,79.46,65.76,77.5,91.01,A
S4799,Business,83.65,66.61,80.68,83.42,78.67,B
S4800,CS,76.54,57.44,86.05,57.92,56.13,F
S4801,Business,,65.12,68.53,89.35,70.82,A
S4802,CS,,66.71,52.84,66.02,64.91,F
S4803,Engineering,51.11,94.63,86.4,80.99,93.77,D
S4804,Engineering,60.94,46.21,59.22,55.73,75.36,A
S4805,CS,55.37,56.78,50.51,66.07,78.88,C
S4806,Engineering,89.27,72.25,77.9,82.44,61.76,B
S4807,Mathematics,55.62,81.9,45.43,63.71,89.95,C
S4808,CS,,77.84,98.28,94.02,96.51,A
S4809,Mathematics,69.28,96.5,77.94,83.06,89.62,D
S4810,Engineering,53.67,87.74,99.15,93.51,74.64,C
S4811,Business,90.64,73.42,60.33,69.77,91.75,A
S4812,CS,78.98,52.88,98.27,51.7,59.4,F
S4813,Engineering,61.79,67.05,48.73,78.81,55.67,B
S4814,Business,94.73,81.6,42.44,66.96,71.91,A
S4815,Engineering,52.26,90.28,41.98,72.41,59.08,D
S4816,Engineering,60.09,97.58,67.89,84.06,62.96,B
S4817,CS,87.6,76.33,44.98,85.03,79.26,B
S4818,CS,85.47,71.62,70.73,51.38,70.2,A
S4819,Engineering,64.46,41.06,59.65,88.47,93.29,D
S4820,Business,53.1,44.33,60.14,74.68,61.28,F
S4821,Engineering,92.9,49.37,78.14,77.83,99.84,A
S4822,CS,,43.29,49.79,64.9,67.97,A
S4823,Engineering,59.79,64.05,85.99,71.04,75.77,C
S4824,CS,,60.21,74.92,85.52,56.62,B
S4825,Engineering,95.51,78.24,94.9,88.84,78.96,B
S4826,Business,52.18,72.14,61.89,69.36,98.06,D
S4827,Business,,75.76,98.96,84.56,87.47,F
S4828,CS,78.62,68.32,74.55,62.9,62.2,C
S4829,Business,71.27,56.66,98.4,91.6,72.13,D
S4830,Engineering,87.2,97.17,41.62,80.49,71.27,A
S4831,Business,98.29,45.18,83.68,88.76,54.9,B
S4832,CS,61.46,96.33,89.0,73.86,94.29,F
S4833,Engineering,57.18,58.67,43.19,61.46,69.07,D
S4834,CS,95.64,70.76,74.74,71.46,74.71,A
S4835,Engineering,83.45,46.53,88.12,69.07,64.56,B
S4836,CS,,44.26,73.66,66.64,57.62,D
S4837,CS,,65.77,43.83,60.61,95.11,B
S4838,CS,87.28,84.5,81.61,87.96,51.87,A
S4839,CS,88.65,56.16,43.64,54.32,69.99,B
S4840,CS,95.99,73.74,89.05,94.38,86.53,A
S4841,Engineering,71.34,56.72,42.58,58.75,65.44,A
S4842,CS,64.67,63.32,48.24,98.99,72.3,A
S4843,Engineering,81.98,94.39,56.51,99.42,78.22,D
S4844,CS,70.79,91.35,78.0,69.92,99.75,C
S4845,Mathematics,79.73,70.96,98.58,99.39,87.92,F
S4846,Mathematics,71.0,54.29,47.07,93.45,98.36,D
S4847,CS,57.65,51.59,48.56,54.12,84.66,C
S4848,Engineering,73.47,97.25,62.13,97.37,63.45,A
S4849,CS,84.55,52.16,90.17,52.13,64.37,A
S4850,Mathematics,89.96,88.49,68.03,59.1,91.12,A
S4851,Engineering,74.67,62.14,59.3,79.23,71.39,A
S4852,CS,58.26,99.14,73.67,54.04,68.51,F
S4853,CS,70.73,62.09,55.63,58.09,97.25,F
S4854,CS,89.31,61.09,64.07,97.67,50.66,B
S4855,CS,70.64,78.25,59.96,99.73,76.25,D
S4856,Engineering,84.83,97.69,88.25,89.91,88.75,F
S4857,Engineering,75.36,98.57,95.46,75.76,86.81,F
S4858,CS,62.06,82.43,85.57,95.02,68.38,B
S4859,CS,89.81,85.28,66.35,55.59,76.78,A
S4860,CS,54.21,73.8,70.26,97.14,50.28,D
S4861,CS,76.24,85.35,47.5,67.58,76.74,C
S4862,Business,60.44,91.59,84.81,93.07,79.52,F
S4863,CS,,69.17,75.79,83.42,93.74,F
S4864,Engineering,75.15,77.19,94.15,98.01,60.54,D
S4865,CS,74.98,72.24,52.04,93.23,91.26,C
S4866,CS,85.35,73.75,85.58,94.39,85.9,A
S4867,Engineering,87.24,93.4,81.08,81.59,83.3,A
S4868,Engineering,86.39,61.34,55.95,91.66,69.72,A
S4869,Engineering,70.48,52.49,80.04,87.86,68.37,F
S4870,Engineering,81.58,67.38,95.46,58.08,85.16,B
S4871,Engineering,78.85,52.49,95.11,82.43,99.51,B
S4872,CS,71.08,69.9,83.18,57.41,70.27,D
S4873,Engineering,,94.21,42.88,93.47,95.93,C
S4874,Engineering,97.36,77.05,92.34,53.3,79.33,B
S4875,CS,59.64,91.33,79.47,99.35,93.41,F
S4876,Engineering,,49.97,58.63,70.03,60.86,D
S4877,CS,52.67,94.05,51.24,58.53,88.11,D
S4878,CS,65.42,76.11,46.97,96.78,91.75,D
S4879,Engineering,,41.91,43.01,52.27,91.61,A
S4880,Business,81.32,77.99,85.25,73.51,89.24,F
S4881,Business,56.56,97.08,54.15,88.51,65.21,F
S4882,CS,,44.75,41.46,65.84,76.1,B
S4883,Engineering,91.43,74.95,63.84,76.44,64.99,A
S4884,Engineering,,94.93,68.96,85.02,67.15,C
S4885,CS,72.92,40.58,50.15,97.6,65.06,A
S4886,Business,96.65,77.85,42.64,55.14,64.21,B
S4887,Business,91.54,68.49,51.35,57.86,84.67,A
S4888,Mathematics,74.97,60.82,80.75,75.44,82.51,D
S4889,CS,85.09,77.65,44.93,70.92,60.21,A
S4890,CS,78.35,43.16,73.3,70.54,84.58,D
S4891,Business,79.4,85.18,48.78,64.85,64.55,B
S4892,Engineering,66.55,40.27,51.74,78.03,60.09,B
S4893,Business,73.1,58.42,63.58,94.16,87.36,A
S4894,CS,,70.24,46.05,58.05,68.14,D
S4895,Engineering,67.87,62.62,50.39,60.76,78.47,B
S4896,Engineering,84.79,58.45,60.94,83.54,60.01,C
S4897,CS,,89.85,59.78,52.81,80.68,A
S4898,Engineering,98.15,96.09,84.96,83.69,60.4,B
S4899,Engineering,77.79,92.42,44.49,65.72,58.34,A
S4900,CS,80.33,71.35,91.63,67.89,69.33,A
S4901,CS,59.29,93.05,88.97,70.28,89.5,F
S4902,Engineering,84.77,95.25,85.96,67.48,58.83,B
S4903,Engineering,53.53,64.55,58.56,92.06,55.85,F
S4904,Business,64.23,57.01,89.37,97.3,51.58,B
S4905,CS,83.42,45.9,50.97,77.4,70.8,B
S4906,CS,65.52,68.75,47.46,79.09,64.1,D
S4907,Mathematics,52.49,96.78,42.7,53.52,64.61,F
S4908,Mathematics,91.59,73.65,96.36,85.66,99.1,B
S4909,CS,65.52,80.05,58.48,79.2,59.71,F
S4910,Business,53.16,46.77,95.06,52.52,72.92,D
S4911,CS,53.74,48.61,56.36,59.92,99.32,C
S4912,CS,62.59,67.87,94.45,60.1,51.53,C
S4913,CS,58.9,97.08,94.24,58.55,84.83,D
S4914,CS,88.72,61.65,95.42,82.93,68.55,A
S4915,Business,66.08,92.65,69.77,96.42,95.3,F
S4916,Business,90.23,47.22,91.96,88.15,95.6,A
S4917,Mathematics,58.69,77.02,97.05,73.87,69.36,F
S4918,Business,74.64,76.04,59.48,70.2,61.07,A
S4919,Engineering,84.4,91.59,65.13,69.32,71.4,F
S4920,Engineering,82.6,40.2,83.15,80.06,98.27,B
S4921,Mathematics,80.06,51.4,58.02,67.96,64.07,B
S4922,Business,,53.18,85.23,61.31,99.07,A
S4923,Business,61.43,97.0,44.43,80.14,90.97,D
S4924,Mathematics,74.69,49.22,71.41,69.54,63.37,C
S4925,CS,94.2,42.22,47.34,50.71,89.55,A
S4926,Business,53.89,72.07,57.6,51.11,52.49,C
S4927,Business,52.79,71.71,55.52,63.71,77.4,C
S4928,Mathematics,61.67,90.64,90.34,75.62,67.87,D
S4929,CS,,96.93,51.61,67.71,71.35,F
S4930,Engineering,62.99,72.31,88.51,51.2,73.64,A
S4931,Engineering,59.51,95.8,87.64,61.16,75.14,D
S4932,CS,72.94,83.51,69.93,54.82,82.82,C
S4933,Engineering,80.68,55.87,54.03,97.43,84.84,A
S4934,CS,62.43,95.71,53.61,65.64,98.79,B
S4935,CS,,80.05,67.9,50.74,88.14,F
S4936,Engineering,80.68,64.85,40.53,83.03,84.39,C
S4937,Engineering,97.29,80.81,71.88,61.62,69.62,B
S4938,Engineering,,64.08,97.17,78.34,55.89,A
S4939,Engineering,89.15,46.85,49.28,57.54,52.94,B
S4940,CS,,83.14,74.4,99.2,73.88,C
S4941,CS,63.61,89.45,97.71,98.51,83.41,A
S4942,CS,72.71,83.73,91.63,82.8,82.51,A
S4943,CS,90.36,53.75,91.02,85.36,97.64,A
S4944,Engineering,72.81,97.4,89.31,71.29,69.12,D
S4945,Business,92.34,41.52,58.54,98.11,81.39,A
S4946,CS,99.44,59.96,93.44,71.19,94.39,A
S4947,CS,53.6,55.61,96.48,61.97,70.2,F
S4948,Business,,42.89,69.75,55.77,73.89,B
S4949,CS,57.48,64.34,61.27,60.41,96.15,F
S4950,Mathematics,,77.39,64.85,78.61,77.51,A
S4951,Business,56.55,92.95,60.05,62.25,89.98,D
S4952,CS,93.53,99.38,52.75,82.71,96.78,A
S4953,CS,51.16,88.49,77.11,69.11,78.55,F
S4954,Engineering,65.79,68.12,73.76,94.34,55.46,A
S4955,CS,59.23,83.42,67.76,77.92,91.08,F
S4956,CS,96.58,90.62,45.75,81.13,90.89,A
S4957,CS,83.47,67.92,87.81,77.83,55.75,B
S4958,Business,95.6,87.1,50.5,94.28,77.41,B
S4959,Engineering,98.62,68.96,46.87,53.17,74.35,A
S4960,CS,74.85,63.19,77.38,53.37,92.36,A
S4961,Engineering,61.72,71.57,63.92,85.09,63.73,D
S4962,Engineering,59.69,80.55,43.59,88.4,71.31,D
S4963,Engineering,61.15,83.61,61.33,71.68,80.24,F
S4964,CS,85.43,61.4,86.31,67.62,75.86,A
S4965,Engineering,52.02,74.28,76.91,63.9,97.75,F
S4966,Mathematics,52.57,94.59,61.77,61.72,98.03,C
S4967,CS,80.41,98.58,51.51,95.6,54.08,B
S4968,CS,82.1,53.63,77.91,64.76,64.89,A
S4969,CS,83.26,51.57,93.25,82.4,50.38,F
S4970,CS,68.59,80.6,78.78,89.35,70.89,B
S4971,CS,,64.88,88.77,51.1,83.11,B
S4972,Business,76.68,41.45,71.29,51.69,73.56,F
S4973,Mathematics,55.27,60.81,83.08,66.66,53.36,F
S4974,CS,,88.4,93.77,84.8,59.8,F
S4975,Engineering,97.65,87.85,86.39,63.04,58.66,B
S4976,Engineering,53.0,69.68,94.59,50.07,75.56,D
S4977,Engineering,69.57,68.35,65.87,64.41,83.88,D
S4978,Engineering,74.38,74.77,94.25,54.51,65.82,B
S4979,CS,57.32,53.16,77.29,60.97,56.52,F
S4980,Engineering,93.39,71.56,92.2,66.66,89.93,B
S4981,Engineering,,40.66,42.36,56.4,92.92,F
S4982,Business,89.15,68.53,79.47,85.32,63.82,A
S4983,Business,83.55,60.16,90.88,62.8,71.04,D
S4984,CS,79.9,80.49,50.45,83.05,54.1,F
S4985,CS,59.61,78.3,79.71,79.95,61.38,C
S4986,Mathematics,61.04,62.85,89.5,94.9,88.35,C
S4987,Engineering,,40.44,57.28,54.4,68.26,A
S4988,Business,62.04,55.14,64.31,60.73,80.23,B
S4989,CS,67.27,78.0,74.17,93.26,97.31,C
S4990,Engineering,,44.34,71.15,91.11,86.18,F
S4991,Engineering,68.32,46.46,42.35,59.61,72.67,C
S4992,Business,87.73,78.82,45.92,55.39,68.34,B
S4993,CS,,85.35,46.03,92.81,59.53,F
S4994,CS,89.24,59.29,55.74,58.91,87.81,A
S4995,Engineering,98.81,69.38,54.75,93.56,55.62,A
S4996,Business,61.99,96.74,84.53,98.06,53.07,A
S4997,Mathematics,,96.73,74.36,61.04,55.24,A
S4998,Mathematics,81.09,58.45,85.84,92.02,62.15,F
S4999,Mathematics,90.86,88.6,44.19,71.19,81.36,A
S5000,CS,82.58,75.64,69.11,89.44,93.07,A
S5001,CS,,98.53,59.43,70.37,99.63,B
S5002,CS,61.4,68.66,91.0,53.52,86.57,D
S5003,CS,53.5,86.48,82.47,85.63,57.3,D
S5004,Business,76.78,86.09,92.16,57.53,63.89,B
S5005,Business,99.52,69.85,42.79,96.35,56.6,B
S5006,CS,86.9,87.74,83.25,70.89,55.78,A
S5007,Engineering,66.37,55.66,72.4,54.1,78.39,A
S5008,Mathematics,91.36,47.34,89.5,61.42,95.34,B
S5009,Engineering,88.45,65.51,70.43,93.13,84.22,A
S5010,CS,64.08,96.62,72.41,66.05,90.03,B
S5011,Engineering,50.72,70.04,43.11,92.82,75.4,C
S5012,CS,55.91,78.12,80.11,58.61,73.77,F
S5013,Engineering,93.87,77.45,56.39,73.41,96.87,A
S5014,Engineering,91.83,47.95,41.18,93.91,86.1,A
S5015,CS,64.76,63.42,43.99,52.42,72.97,F
S5016,Mathematics,64.26,82.42,97.44,65.21,66.63,C
S5017,Engineering,89.64,98.32,60.76,95.49,54.66,B
S5018,Engineering,96.89,50.08,92.08,79.83,91.05,B
S5019,Mathematics,88.96,64.63,97.58,85.81,58.47,B
S5020,CS,80.28,45.71,96.6,92.11,75.75,A
S5021,CS,62.13,54.54,92.9,76.18,81.86,F
S5022,Business,76.29,62.61,93.69,92.27,87.2,F
S5023,CS,61.68,72.44,57.34,81.94,54.17,B
S5024,Business,90.4,53.83,49.09,84.28,50.53,A
S5025,CS,69.35,53.65,78.36,57.64,85.3,C
S5026,CS,91.68,86.67,69.29,96.95,72.72,A
S5027,Engineering,69.08,97.76,45.92,89.8,59.06,A
S5028,CS,91.21,59.42,80.65,62.71,99.1,B
S5029,Business,66.67,81.28,73.77,79.0,89.57,B
S5030,Engineering,,55.48,91.78,68.82,78.93,D
S5031,Mathematics,,95.68,76.55,83.02,85.11,F
S5032,Business,53.51,80.37,74.44,99.69,57.75,F
S5033,CS,97.41,88.16,66.45,52.29,98.11,A
S5034,Business,78.68,42.96,67.77,97.63,99.82,F
S5035,Engineering,75.39,75.91,97.26,53.62,82.42,F
S5036,Engineering,91.97,71.66,48.31,73.04,83.42,A
S5037,Business,93.29,57.58,66.77,74.11,85.22,A
S5038,Engineering,76.11,55.75,79.35,63.44,83.29,D
S5039,Engineering,96.36,74.8,65.98,78.33,71.93,A
S5040,Engineering,53.24,82.39,56.99,91.7,77.03,D
S5041,CS,55.66,41.99,57.24,64.7,64.14,C
S5042,CS,,74.04,54.02,53.52,72.34,D
S5043,Engineering,67.7,50.23,60.63,81.61,71.81,C
S5044,CS,73.21,48.42,92.3,87.59,64.41,A
S5045,CS,66.4,77.39,70.31,97.73,89.34,D
S5046,CS,70.24,58.65,54.41,57.98,70.48,D
S5047,Engineering,91.13,66.45,63.07,95.07,77.59,A
S5048,CS,79.67,61.6,46.35,74.11,57.8,D
S5049,Business,99.87,78.9,94.24,61.79,73.75,B
S5050,CS,89.34,68.21,64.49,98.14,88.07,A
S5051,Engineering,63.68,97.81,98.82,61.92,72.23,D
S5052,Engineering,63.22,61.14,60.85,86.67,77.89,A
S5053,Engineering,66.79,84.42,90.18,89.24,85.09,F
S5054,CS,,55.44,55.38,71.53,69.45,D
S5055,Mathematics,51.36,70.53,44.57,84.5,67.66,D
S5056,Mathematics,61.51,73.15,41.9,78.62,54.29,C
S5057,Business,95.25,59.75,76.37,59.6,79.11,A
S5058,Mathematics,81.99,68.31,58.69,87.99,85.35,F
S5059,Engineering,61.34,56.76,66.61,96.4,79.06,A
S5060,Engineering,60.96,40.36,89.12,74.43,64.18,D
S5061,Business,93.13,52.94,54.89,99.72,63.12,B
S5062,Engineering,94.69,82.0,58.52,71.4,57.97,B
S5063,Business,62.81,86.26,90.72,73.99,52.35,F
S5064,Business,71.03,56.81,69.57,83.69,71.34,A
S5065,Mathematics,91.73,64.48,89.66,59.29,58.03,B
S5066,CS,88.55,42.24,62.47,95.1,84.54,A
S5067,Business,90.7,54.22,63.9,90.06,98.09,B
S5068,Engineering,75.92,86.75,50.03,93.62,53.67,D
S5069,Engineering,95.58,76.36,94.98,80.48,94.65,A
S5070,CS,66.3,52.35,93.81,94.19,82.89,F
S5071,Business,57.83,55.45,99.05,84.0,93.01,D
S5072,Mathematics,85.44,89.01,64.15,75.58,57.75,A
S5073,CS,76.97,52.55,89.12,96.59,95.32,D
S5074,Engineering,92.73,60.05,64.9,71.99,97.89,A
S5075,CS,54.06,79.86,67.26,75.03,95.34,F
S5076,Mathematics,92.18,73.67,89.8,58.48,89.27,A
S5077,Engineering,64.66,67.65,50.64,97.38,54.52,D
S5078,CS,82.74,93.98,53.22,61.05,61.04,A
S5079,CS,52.01,53.18,58.88,60.07,95.66,D
S5080,Engineering,80.48,84.49,87.29,55.06,61.47,D
S5081,CS,85.86,49.54,62.36,72.67,67.39,B
S5082,Engineering,68.44,76.94,61.49,63.68,52.52,F
S5083,Mathematics,,92.24,99.93,87.04,81.4,C
S5084,Business,76.88,67.47,63.03,65.38,78.17,F
S5085,CS,91.66,83.46,54.87,86.04,98.09,B
S5086,Mathematics,66.18,89.22,77.39,59.8,94.62,A
S5087,Engineering,62.62,48.16,88.11,61.5,75.3,D
S5088,CS,,82.35,44.18,90.31,80.47,F
S5089,CS,97.46,95.19,77.13,68.55,70.66,B
S5090,CS,67.96,74.58,42.14,55.59,56.62,C
S5091,Business,,51.17,71.58,98.07,93.39,F
S5092,CS,,47.62,55.42,58.87,77.48,D
S5093,CS,84.96,55.58,58.4,57.51,71.27,A
S5094,Business,56.43,46.21,68.03,67.92,53.42,D
S5095,Engineering,99.25,70.8,95.63,54.78,83.27,A
S5096,Business,80.4,44.18,82.64,57.78,69.98,D
S5097,Business,75.04,53.4,96.21,92.32,62.68,A
S5098,CS,69.11,66.39,79.6,58.58,93.84,D
S5099,Business,94.93,68.43,40.43,55.57,59.18,A
S5100,CS,62.2,73.92,55.94,94.0,75.75,B
S5101,Engineering,64.29,82.34,94.35,72.19,89.79,A
S5102,Engineering,56.12,42.83,78.61,57.86,92.45,C
S5103,CS,87.96,44.84,98.9,79.08,90.94,A
S5104,Mathematics,79.78,43.65,49.36,52.08,94.83,B
S5105,Engineering,80.45,65.39,57.8,71.37,57.12,F
S5106,CS,60.92,42.51,61.74,79.52,97.02,F
S5107,Mathematics,82.56,84.76,59.59,97.86,50.54,D
S5108,Engineering,88.27,53.38,55.12,66.32,62.8,B
S5109,Engineering,67.89,96.35,66.61,88.25,54.2,F
S5110,Engineering,90.07,69.18,78.54,56.63,97.28,A
S5111,Business,67.44,66.78,58.68,71.68,71.2,F
S5112,CS,87.91,86.83,44.78,61.16,65.76,A
S5113,CS,51.69,82.79,82.51,74.62,58.35,D
S5114,Engineering,,76.44,67.54,70.86,57.79,D
S5115,CS,98.48,96.11,73.39,98.99,80.7,A
S5116,Business,99.06,65.34,67.32,95.87,52.35,B
S5117,CS,64.09,88.51,93.42,79.11,79.72,C
S5118,CS,72.07,62.81,73.52,58.83,88.73,D
S5119,CS,53.15,90.3,95.4,77.85,80.05,D
S5120,Business,93.67,55.57,70.63,89.6,91.33,B
S5121,Business,78.43,57.36,57.56,51.9,63.26,C
S5122,CS,69.26,80.67,61.33,71.7,53.86,A
S5123,Engineering,55.64,52.76,71.33,52.13,86.05,C
S5124,CS,97.34,53.75,71.8,62.2,91.41,B
S5125,Engineering,76.51,58.32,81.24,54.61,75.08,B
S5126,CS,64.15,80.74,53.47,98.03,91.03,B
S5127,Engineering,67.51,93.36,79.53,58.44,72.9,B
S5128,Engineering,63.53,80.47,86.72,57.51,59.93,C
S5129,Mathematics,80.09,89.67,80.6,98.6,73.72,D
S5130,CS,96.5,72.61,68.91,75.8,60.8,A
S5131,Business,,44.14,99.5,87.9,73.6,A
S5132,Engineering,73.02,46.03,64.29,66.37,57.38,B
S5133,Mathematics,91.32,73.26,46.4,76.64,59.28,A
S5134,CS,71.16,59.67,89.29,50.34,94.15,F
S5135,CS,62.62,53.23,52.73,70.44,55.79,F
S5136,Business,99.17,67.98,82.8,77.75,61.21,A
S5137,CS,65.19,79.99,50.74,75.72,99.78,A
S5138,CS,66.19,63.1,41.01,70.29,78.8,A
S5139,CS,99.48,88.15,49.59,89.4,79.29,B
S5140,Business,56.7,84.31,62.62,75.08,92.25,F
S5141,CS,88.03,84.09,46.4,81.81,76.22,B
S5142,Business,96.79,99.11,51.86,59.23,61.09,A
S5143,Engineering,75.59,57.71,85.88,93.08,71.12,C
S5144,CS,50.13,78.68,86.19,68.14,87.75,D
S5145,Engineering,68.75,91.33,89.05,74.11,93.62,F
S5146,CS,55.58,74.77,90.47,67.61,63.66,D
S5147,Engineering,70.81,87.37,65.23,94.6,63.1,D
S5148,Engineering,,64.87,92.05,95.04,66.38,B
S5149,Engineering,71.94,75.43,71.56,61.21,79.81,F
S5150,CS,71.6,43.34,68.24,87.64,63.93,D
S5151,Engineering,,99.15,83.11,55.14,94.66,D
S5152,Business,79.08,88.0,52.83,51.49,98.9,A
S5153,Business,92.81,92.13,87.37,91.83,83.96,A
S5154,Business,65.42,81.66,65.77,56.56,98.51,B
S5155,CS,91.08,51.16,47.64,57.74,64.39,A
S5156,Business,78.3,41.86,47.16,80.33,90.76,C
S5157,CS,65.03,91.88,49.89,90.84,83.92,C
S5158,CS,64.76,63.78,93.43,59.48,63.16,A
S5159,Business,68.06,55.83,99.46,55.71,65.92,D
S5160,Mathematics,81.13,73.7,61.42,53.87,74.43,F
S5161,Engineering,61.54,65.25,57.53,51.24,89.58,C
S5162,CS,96.02,79.1,53.13,55.82,93.61,A
S5163,CS,78.75,69.03,89.43,97.13,81.7,B
S5164,Engineering,96.0,81.83,52.55,54.76,86.08,A
S5165,Business,52.32,91.21,95.45,79.88,63.19,C
S5166,CS,67.13,51.73,80.04,96.05,87.05,C
S5167,Business,51.14,59.77,93.83,81.39,80.25,C
S5168,CS,63.61,66.21,73.24,51.64,61.15,F
S5169,Business,93.1,97.72,81.44,79.82,97.51,A
S5170,Mathematics,51.83,61.92,77.17,95.15,75.64,D
S5171,Engineering,71.81,62.87,89.87,66.13,89.72,B
S5172,CS,55.88,79.21,90.15,65.68,76.28,D
S5173,Business,70.84,65.15,75.39,62.44,96.65,D
S5174,Engineering,91.94,97.07,77.95,75.28,57.06,A
S5175,Engineering,81.15,93.67,95.31,61.9,77.31,F
S5176,Engineering,86.84,70.8,95.79,86.19,51.26,B
S5177,CS,67.46,78.69,79.85,82.24,59.87,B
S5178,Business,97.22,43.48,40.47,70.04,64.05,A
S5179,CS,85.46,81.74,46.26,86.13,73.63,B
S5180,Mathematics,71.09,82.43,91.48,54.92,91.01,C
S5181,CS,71.32,61.55,45.08,87.48,73.33,A
S5182,Business,95.93,53.18,52.81,80.15,78.06,A
S5183,CS,78.82,94.9,53.83,81.5,96.2,C
S5184,CS,,65.6,76.01,53.23,87.83,F
S5185,CS,,79.22,74.6,80.91,52.51,C
S5186,Business,61.18,42.0,57.37,74.71,58.82,C
S5187,Engineering,86.18,64.84,52.46,74.29,51.91,A
S5188,Business,80.39,89.04,85.87,66.09,53.45,B
S5189,CS,75.07,63.25,96.13,50.38,66.94,D
S5190,Engineering,81.2,76.19,43.17,71.13,86.39,C
S5191,Business,60.41,52.59,47.99,70.05,62.22,F
S5192,CS,89.7,64.99,78.53,71.14,69.61,A
S5193,Engineering,97.41,95.66,88.27,80.6,69.69,A
S5194,Engineering,94.56,73.99,87.47,65.0,79.52,A
S5195,CS,66.07,94.12,83.18,63.47,94.65,B
S5196,CS,70.3,94.12,93.25,74.89,99.16,D
S5197,Engineering,,96.65,53.04,79.62,80.23,A
S5198,CS,79.76,93.72,46.44,78.37,75.25,B
S5199,Business,77.4,40.2,76.92,94.08,84.09,F
S5200,Mathematics,96.33,96.04,89.34,88.46,83.4,B
S5201,Engineering,,48.25,74.92,52.61,76.2,B
S5202,Engineering,75.75,42.4,97.78,78.17,86.85,D
S5203,CS,52.1,43.32,87.73,70.89,74.56,F
S5204,Business,53.47,60.93,82.05,68.05,99.82,D
S5205,CS,50.37,77.25,43.62,97.89,52.45,D
S5206,Engineering,95.66,64.14,46.46,72.84,72.16,A
S5207,Mathematics,70.42,41.53,87.09,85.97,69.85,F
S5208,Engineering,73.43,68.59,51.89,98.35,88.52,C
S5209,Business,,66.53,41.73,57.55,59.54,F
S5210,Engineering,80.46,85.41,94.65,52.73,71.7,A
S5211,CS,80.48,56.78,93.45,65.68,84.9,C
S5212,Business,64.83,53.05,53.11,52.22,80.16,B
S5213,CS,91.7,55.36,86.81,55.84,77.26,B
S5214,Business,58.29,58.22,42.88,99.59,71.75,F
S5215,CS,52.66,75.95,57.1,98.01,87.6,F
S5216,Business,59.58,68.29,77.42,84.56,82.32,C
S5217,CS,63.39,60.21,85.79,87.65,93.74,D
S5218,Engineering,64.12,62.46,40.62,57.02,86.65,C
S5219,Engineering,83.53,62.26,59.57,79.76,57.02,C
S5220,Engineering,60.89,98.34,52.86,57.72,80.98,A
