ID_Aluno,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Stress_Level (1-10),Sleep_Hours_per_Night
S3045,19.5,No,Yes,4,6.2
S3046,18.8,No,Yes,5,6.0
S3047,15.1,No,Yes,3,7.7
S3048,5.8,No,No,1,6.4
S3049,12.1,No,Yes,9,5.8
S3050,28.8,No,Yes,5,8.1
S3051,5.5,Yes,Yes,10,7.7
S3052,22.9,No,Yes,6,5.8
S3053,27.3,Yes,No,8,6.1
S3054,24.1,No,Yes,10,8.5
S3055,13.1,Yes,Yes,6,7.7
S3056,18.0,No,Yes,10,7.4
S3057,26.7,No,No,3,7.6
S3058,29.4,No,Yes,8,4.5
S3059,7.4,Yes,Yes,2,6.8
S3060,8.1,No,Yes,7,5.5
S3061,28.9,Yes,Yes,6,4.4
S3062,26.8,No,No,2,7.7
S3063,10.3,No,Yes,4,5.5
S3064,29.3,No,Yes,3,5.6
S3065,10.2,No,Yes,1,7.2
S3066,7.2,Yes,Yes,3,7.3
S3067,22.0,No,Yes,7,6.4
S3068,18.5,Yes,Yes,6,6.8
S3069,11.0,Yes,Yes,3,8.2
S3070,28.2,No,Yes,2,4.5
S3071,15.1,No,Yes,6,4.3
S3072,15.1,No,Yes,7,7.3
S3073,20.8,No,Yes,2,7.0
S3074,10.8,No,Yes,7,4.9
S3075,19.7,No,Yes,3,6.6
S3076,14.1,Yes,Yes,6,7.7
S3077,22.4,Yes,Yes,5,7.7
S3078,11.2,Yes,Yes,1,7.0
S3079,9.6,Yes,Yes,9,4.7
S3080,11.2,No,Yes,4,5.5
S3081,28.4,No,Yes,5,6.0
S3082,26.2,No,Yes,3,7.9
S3083,25.7,Yes,Yes,7,6.7
S3084,24.5,No,Yes,10,7.7
S3085,20.9,No,Yes,4,8.6
S3086,7.5,No,Yes,4,7.1
S3087,13.1,No,Yes,9,5.2
S3088,19.0,No,Yes,3,4.7
S3089,7.6,No,Yes,5,4.0
S3090,5.8,Yes,Yes,3,4.9
S3091,7.3,No,Yes,2,5.3
S3092,7.7,No,Yes,6,5.3
S3093,7.7,No,No,8,7.3
S3094,9.8,No,Yes,5,4.8
S3095,17.5,No,Yes,2,6.2
S3096,12.1,No,Yes,5,4.0
S3097,26.5,Yes,Yes,10,5.3
S3098,26.9,Yes,Yes,6,4.2
S3099,28.0,No,Yes,1,7.5
S3100,16.8,No,Yes,3,5.8
S3101,24.4,No,Yes,7,6.4
S3102,19.8,No,Yes,9,7.8
S3103,8.6,No,Yes,8,8.3
S3104,20.9,No,Yes,4,6.6
S3105,25.9,Yes,Yes,6,7.2
S3106,13.7,No,Yes,10,7.7
S3107,23.7,Yes,Yes,9,5.4
S3108,24.4,No,Yes,7,7.5
S3109,21.1,No,Yes,10,7.3
S3110,27.1,No,No,2,6.2
S3111,8.6,No,Yes,6,5.7
S3112,26.1,No,Yes,8,8.9
S3113,20.3,No,Yes,1,8.9
S3114,26.4,Yes,Yes,1,7.5
S3115,18.3,No,Yes,1,5.9
S3116,13.2,No,Yes,4,7.8
S3117,27.4,Yes,Yes,2,7.4
S3118,26.9,No,Yes,7,6.7
S3119,11.7,No,No,4,4.7
S3120,23.6,No,Yes,7,8.7
S3121,7.3,No,Yes,10,5.2
S3122,7.1,Yes,Yes,2,6.0
S3123,17.8,No,Yes,3,5.7
S3124,5.9,No,Yes,1,4.8
S3125,15.8,Yes,Yes,9,4.1
S3126,24.8,No,Yes,6,8.6
S3127,27.2,No,Yes,10,7.7
S3128,11.4,Yes,Yes,10,4.1
S3129,6.9,No,Yes,7,7.4
S3130,20.8,Yes,Yes,4,4.6
S3131,11.6,Yes,Yes,4,7.6
S3132,5.6,No,Yes,10,6.5
S3133,8.3,No,Yes,10,8.9
S3134,28.5,Yes,Yes,8,6.2
S3135,26.9,Yes,No,1,7.7
S3136,25.7,No,No,7,4.2
S3137,13.5,Yes,No,4,8.7
S3138,22.9,Yes,Yes,4,6.8
S3139,28.9,No,Yes,8,5.6
S3140,19.2,No,Yes,6,4.6
S3141,13.3,No,Yes,5,7.2
S3142,25.0,No,Yes,9,7.7
S3143,15.8,Yes,Yes,2,4.4
S3144,19.4,No,Yes,7,4.8
S3145,18.5,No,Yes,2,5.9
S3146,10.4,No,No,5,8.3
S3147,5.0,Yes,Yes,3,8.9
S3148,30.0,No,Yes,9,7.7
S3149,15.4,No,No,6,4.0
S3150,12.1,Yes,No,6,8.5
S3151,24.1,No,Yes,3,4.1
S3152,19.8,Yes,Yes,9,8.5
S3153,27.0,No,Yes,7,6.1
S3154,24.5,No,Yes,5,7.7
S3155,12.0,No,Yes,10,4.4
S3156,19.8,No,Yes,7,4.8
S3157,17.6,Yes,Yes,10,6.3
S3158,28.9,Yes,Yes,2,4.2
S3159,11.0,No,Yes,6,5.9
S3160,12.1,Yes,Yes,5,7.8
S3161,28.0,Yes,Yes,6,7.3
S3162,16.4,No,Yes,8,5.8
S3163,16.4,No,Yes,3,4.0
S3164,26.7,Yes,No,10,5.3
S3165,12.4,No,Yes,8,7.9
S3166,22.4,Yes,Yes,9,5.7
S3167,23.0,No,Yes,5,5.9
S3168,16.1,Yes,Yes,5,4.4
S3169,13.3,No,Yes,7,7.0
S3170,23.7,Yes,No,4,7.1
S3171,11.4,No,Yes,3,6.2
S3172,25.5,No,Yes,3,7.8
S3173,15.4,No,Yes,9,8.4
S3174,5.5,No,Yes,10,7.8
S3175,19.2,No,Yes,1,6.7
S3176,9.9,No,Yes,9,8.7
S3177,16.7,No,Yes,8,5.9
S3178,25.2,No,Yes,1,7.3
S3179,9.8,No,Yes,8,6.9
S3180,10.2,No,Yes,4,8.2
S3181,16.8,No,No,6,6.5
S3182,16.9,Yes,Yes,8,6.8
S3183,16.3,No,Yes,1,6.3
S3184,22.4,Yes,Yes,4,4.7
S3185,11.7,No,Yes,2,8.4
S3186,11.5,Yes,Yes,1,8.3
S3187,5.6,No,Yes,4,7.5
S3188,14.5,No,Yes,3,5.7
S3189,9.9,Yes,Yes,9,5.8
S3190,19.8,No,No,1,4.2
S3191,9.5,No,Yes,6,4.4
S3192,27.4,No,No,4,6.6
S3193,26.2,No,Yes,4,4.2
S3194,24.1,No,Yes,3,4.5
S3195,25.2,Yes,Yes,2,5.3
S3196,29.0,No,Yes,4,5.9
S3197,13.0,No,Yes,7,6.4
S3198,29.5,No,Yes,7,5.6
S3199,27.3,Yes,Yes,1,8.7
S3200,14.0,No,No,10,8.8
S3201,26.6,No,Yes,3,4.3
S3202,27.4,Yes,Yes,4,8.9
S3203,5.9,No,Yes,3,4.9
S3204,26.9,Yes,Yes,6,5.7
S3205,15.8,No,Yes,7,8.2
S3206,25.3,No,Yes,4,7.4
S3207,7.8,No,Yes,7,4.3
S3208,9.3,No,Yes,6,7.9
S3209,29.5,No,Yes,1,7.3
S3210,15.4,Yes,Yes,1,8.8
S3211,25.0,Yes,Yes,4,8.6
S3212,23.8,Yes,Yes,7,8.9
S3213,24.7,No,Yes,4,6.3
S3214,24.1,No,Yes,7,7.5
S3215,27.8,No,Yes,6,8.8
S3216,19.8,Yes,Yes,4,4.0
S3217,15.6,Yes,Yes,10,7.9
S3218,28.1,No,Yes,8,4.3
S3219,13.9,No,Yes,1,9.0
S3220,20.8,No,Yes,7,4.1
S3221,26.4,Yes,Yes,1,6.8
S3222,27.9,No,No,6,6.6
S3223,28.7,Yes,Yes,7,5.5
S3224,21.5,No,Yes,6,7.7
S3225,23.0,No,Yes,4,5.3
S3226,17.4,No,Yes,8,5.5
S3227,12.1,No,Yes,8,4.9
S3228,5.4,No,No,2,7.6
S3229,10.6,No,Yes,1,4.9
S3230,29.5,Yes,Yes,8,8.5
S3231,25.2,No,Yes,7,5.4
S3232,17.0,No,Yes,10,6.6
S3233,13.6,Yes,Yes,2,6.4
S3234,6.6,No,Yes,5,7.5
S3235,5.3,Yes,Yes,5,5.2
S3236,23.9,No,Yes,7,8.2
S3237,29.6,Yes,Yes,2,7.7
S3238,11.3,No,Yes,9,5.7
S3239,11.9,No,Yes,9,4.6
S3240,28.4,No,Yes,5,6.5
S3241,20.1,No,Yes,2,8.9
S3242,9.3,No,Yes,7,4.1
S3243,6.1,No,Yes,4,8.2
S3244,19.1,Yes,Yes,3,7.5
S3245,16.3,No,Yes,7,4.9
S3246,15.8,No,Yes,7,6.4
S3247,29.2,Yes,Yes,1,7.1
S3248,11.6,No,Yes,7,7.5
S3249,17.2,No,Yes,10,8.6
S3250,10.3,No,Yes,5,8.4
S3251,13.0,Yes,Yes,7,5.6
S3252,24.1,No,Yes,8,4.6
S3253,9.9,Yes,No,10,4.5
S3254,21.9,No,Yes,7,8.8
S3255,8.2,No,No,10,8.8
S3256,9.8,No,Yes,2,8.1
S3257,5.6,No,Yes,4,8.9
S3258,20.8,No,Yes,6,5.4
S3259,29.8,Yes,Yes,9,8.1
S3260,21.4,No,Yes,5,6.5
S3261,28.1,Yes,Yes,2,8.0
S3262,18.2,No,Yes,4,7.1
S3263,22.0,No,Yes,8,8.2
S3264,28.1,No,No,4,6.0
S3265,7.2,Yes,Yes,8,8.9
S3266,19.9,No,Yes,4,5.1
S3267,19.4,No,Yes,8,7.4
S3268,5.8,No,Yes,3,8.0
S3269,8.9,No,Yes,4,6.9
S3270,18.8,Yes,Yes,10,5.5
S3271,17.4,Yes,Yes,9,6.8
S3272,13.6,No,Yes,5,6.5
S3273,22.4,No,Yes,3,5.0
S3274,14.0,No,Yes,3,7.8
S3275,24.2,No,Yes,4,5.3
S3276,25.2,No,Yes,2,8.2
S3277,21.1,Yes,Yes,7,5.1
S3278,12.0,No,No,7,6.5
S3279,25.1,No,Yes,9,7.5
S3280,11.3,No,Yes,8,9.0
S3281,12.6,No,Yes,3,5.4
S3282,20.2,Yes,Yes,5,7.2
S3283,22.2,No,Yes,8,4.8
S3284,14.3,Yes,Yes,8,8.1
S3285,19.8,No,Yes,2,8.3
S3286,11.2,No,Yes,1,8.4
S3287,24.9,No,No,5,8.7
S3288,29.8,No,Yes,1,5.8
S3289,22.5,No,Yes,7,7.3
S3290,13.0,Yes,Yes,8,5.6
S3291,13.7,No,Yes,6,8.0
S3292,5.8,No,Yes,3,6.1
S3293,21.2,No,Yes,10,6.8
S3294,20.0,Yes,Yes,1,4.7
S3295,28.9,No,Yes,2,8.3
S3296,15.1,Yes,Yes,2,6.4
S3297,28.3,No,Yes,10,7.2
S3298,24.0,Yes,Yes,2,7.3
S3299,12.2,No,Yes,10,5.4
S3300,5.4,No,Yes,5,8.0
S3301,23.2,No,Yes,2,8.2
S3302,17.4,No,No,9,6.6
S3303,29.0,No,Yes,6,8.5
S3304,5.6,Yes,Yes,7,4.8
S3305,18.0,No,Yes,3,6.1
S3306,24.7,No,Yes,10,4.2
S3307,24.7,No,Yes,7,6.0
S3308,21.8,No,Yes,4,9.0
S3309,14.9,No,Yes,8,6.3
S3310,6.7,No,Yes,9,6.1
S3311,12.5,No,Yes,5,7.4
S3312,21.3,Yes,Yes,3,4.2
S3313,24.3,No,No,6,5.8
S3314,25.4,No,Yes,3,6.7
S3315,24.4,No,Yes,6,6.4
S3316,13.1,Yes,Yes,7,7.2
S3317,22.4,No,No,6,4.7
S3318,29.2,Yes,Yes,4,6.0
S3319,8.4,No,No,7,7.2
S3320,23.3,Yes,Yes,2,5.5
S3321,15.2,No,Yes,5,7.1
S3322,10.6,No,Yes,6,8.8
S3323,13.0,Yes,Yes,6,8.7
S3324,9.2,No,Yes,5,7.6
S3325,25.4,No,Yes,10,4.9
S3326,14.7,Yes,Yes,5,7.9
S3327,28.4,No,Yes,8,6.2
S3328,29.2,No,Yes,5,8.8
S3329,29.1,Yes,Yes,6,7.1
S3330,8.9,No,Yes,10,5.1
S3331,13.7,Yes,Yes,1,5.6
S3332,12.8,Yes,Yes,1,5.6
S3333,28.1,No,Yes,1,5.4
S3334,7.2,No,Yes,4,7.9
S3335,19.7,Yes,Yes,3,5.7
S3336,17.1,Yes,Yes,5,5.0
S3337,29.4,No,Yes,7,7.0
S3338,29.1,No,Yes,6,6.3
S3339,15.6,Yes,Yes,3,4.1
S3340,16.0,Yes,No,2,5.4
S3341,14.6,No,Yes,2,4.2
S3342,24.7,No,Yes,3,7.8
S3343,7.5,No,Yes,10,8.8
S3344,7.9,Yes,No,3,6.5
S3345,22.6,Yes,Yes,3,6.8
S3346,5.4,No,Yes,8,8.2
S3347,21.8,Yes,Yes,3,4.1
S3348,8.2,Yes,Yes,6,4.8
S3349,24.7,Yes,Yes,9,7.3
S3350,23.5,No,Yes,8,7.7
S3351,9.6,No,Yes,6,7.1
S3352,23.9,No,Yes,10,8.7
S3353,24.8,No,Yes,5,6.0
S3354,28.1,No,Yes,5,6.8
S3355,23.1,Yes,No,8,8.8
S3356,26.7,No,Yes,7,8.5
S3357,20.9,No,Yes,5,4.2
S3358,20.6,Yes,Yes,10,5.8
S3359,21.9,No,Yes,6,7.7
S3360,15.2,No,Yes,5,4.0
S3361,10.7,Yes,Yes,9,8.3
S3362,15.3,No,Yes,6,6.5
S3363,19.8,No,Yes,3,4.4
S3364,22.3,Yes,Yes,3,6.2
S3365,16.4,Yes,Yes,10,6.5
S3366,13.3,Yes,Yes,10,5.8
S3367,11.2,No,Yes,4,6.3
S3368,9.6,No,Yes,5,8.5
S3369,16.9,Yes,Yes,9,5.6
S3370,22.7,No,Yes,10,8.8
S3371,25.7,Yes,Yes,2,7.4
S3372,13.6,No,Yes,2,8.5
S3373,20.3,No,Yes,1,5.0
S3374,16.9,Yes,No,8,6.5
S3375,29.2,No,Yes,1,6.8
S3376,27.1,No,Yes,6,4.4
S3377,27.1,No,Yes,2,6.5
S3378,19.5,No,Yes,9,8.3
S3379,15.9,Yes,Yes,4,4.3
S3380,21.3,No,Yes,10,7.2
S3381,9.0,Yes,Yes,5,8.9
S3382,27.1,No,Yes,2,6.6
S3383,11.8,No,Yes,5,5.5
S3384,25.7,No,Yes,7,6.9
S3385,12.5,No,Yes,5,6.7
S3386,18.1,Yes,Yes,1,4.5
S3387,24.3,No,Yes,9,5.1
S3388,14.8,No,Yes,2,7.3
S3389,14.0,No,Yes,4,7.0
S3390,27.2,No,Yes,6,5.7
S3391,6.7,No,Yes,1,8.9
S3392,26.0,No,Yes,9,7.2
S3393,28.2,No,Yes,9,5.2
S3394,19.1,Yes,Yes,8,6.4
S3395,22.4,Yes,Yes,9,7.6
S3396,26.5,No,Yes,4,7.4
S3397,15.9,No,Yes,9,5.2
S3398,27.0,No,Yes,4,7.2
S3399,14.3,No,Yes,5,5.7
S3400,12.7,No,Yes,6,6.3
S3401,29.6,Yes,Yes,7,7.3
S3402,5.8,No,Yes,3,6.9
S3403,13.0,No,Yes,2,7.6
S3404,16.5,No,Yes,5,5.9
S3405,12.8,No,Yes,10,7.8
S3406,12.1,No,Yes,3,4.1
S3407,14.3,No,Yes,3,4.9
S3408,15.0,No,Yes,7,8.9
S3409,6.8,No,Yes,6,4.4
S3410,24.4,Yes,Yes,3,7.3
S3411,9.2,Yes,Yes,7,8.6
S3412,6.0,No,Yes,10,8.3
S3413,19.8,Yes,Yes,10,8.6
S3414,21.7,Yes,Yes,6,8.9
S3415,24.0,No,Yes,1,5.8
S3416,7.2,No,No,5,5.7
S3417,9.3,No,Yes,4,4.6
S3418,9.6,No,Yes,3,5.0
S3419,19.8,Yes,Yes,3,7.3
S3420,27.2,No,Yes,8,5.7
S3421,22.7,No,Yes,3,5.7
S3422,12.9,No,Yes,2,7.2
S3423,26.3,No,Yes,5,4.5
S3424,21.7,No,No,10,4.3
S3425,22.2,Yes,Yes,3,8.0
S3426,28.9,No,Yes,10,7.9
S3427,28.8,No,Yes,3,5.9
S3428,14.6,Yes,Yes,8,7.0
S3429,20.9,Yes,Yes,9,5.2
S3430,10.1,No,Yes,2,5.8
S3431,15.3,Yes,Yes,1,4.2
S3432,11.8,No,Yes,8,5.4
S3433,14.2,No,Yes,10,4.1
S3434,21.9,Yes,Yes,10,6.1
S3435,10.3,No,Yes,6,6.6
S3436,9.5,No,Yes,9,6.5
S3437,14.5,No,Yes,1,5.7
S3438,7.5,No,Yes,5,5.0
S3439,25.3,No,Yes,5,6.3
S3440,29.0,Yes,No,3,8.3
S3441,25.0,Yes,Yes,2,8.9
S3442,18.3,No,Yes,9,5.6
S3443,21.9,No,Yes,7,8.9
S3444,25.1,Yes,Yes,9,6.2
S3445,6.7,No,Yes,3,7.1
S3446,15.5,Yes,Yes,1,8.0
S3447,8.6,No,Yes,2,5.8
S3448,7.3,Yes,Yes,6,5.0
S3449,24.0,No,Yes,6,5.4
S3450,26.5,No,Yes,2,8.2
S3451,7.1,No,Yes,9,8.7
S3452,9.5,No,Yes,10,4.6
S3453,10.5,No,Yes,1,7.5
S3454,26.4,Yes,Yes,4,4.2
S3455,27.8,Yes,Yes,4,8.4
S3456,24.1,No,Yes,1,8.3
S3457,24.9,Yes,Yes,5,7.9
S3458,13.6,Yes,Yes,6,8.1
S3459,15.2,No,Yes,9,7.0
S3460,12.0,No,Yes,8,4.7
S3461,29.0,No,Yes,4,8.6
S3462,23.2,No,Yes,6,4.7
S3463,13.5,No,Yes,7,5.1
S3464,8.4,Yes,Yes,6,6.2
S3465,9.9,No,Yes,5,6.5
S3466,10.1,Yes,Yes,1,4.5
S3467,20.4,Yes,No,7,7.8
S3468,27.6,No,Yes,7,4.7
S3469,26.7,No,Yes,5,7.3
S3470,6.7,No,Yes,9,6.3
S3471,22.7,Yes,Yes,3,8.1
S3472,9.2,No,Yes,1,5.5
S3473,12.8,Yes,Yes,5,8.2
S3474,18.6,No,Yes,4,5.3
S3475,26.0,No,Yes,6,6.9
S3476,10.9,No,No,2,6.4
S3477,26.8,No,Yes,5,5.8
S3478,23.4,No,Yes,8,4.1
S3479,21.9,Yes,Yes,8,6.0
S3480,8.3,No,Yes,2,4.6
S3481,16.9,Yes,Yes,3,5.1
S3482,11.9,No,Yes,9,7.4
S3483,19.7,No,No,7,6.9
S3484,21.8,No,Yes,9,6.6
S3485,6.6,No,No,4,6.8
S3486,21.1,No,Yes,7,4.6
S3487,17.5,No,Yes,7,4.8
S3488,26.0,Yes,Yes,7,6.7
S3489,24.8,No,Yes,10,6.0
S3490,15.3,Yes,Yes,5,6.3
S3491,29.4,Yes,Yes,6,8.4
S3492,19.7,Yes,Yes,4,4.9
S3493,29.1,No,Yes,9,8.6
S3494,23.0,Yes,Yes,4,8.3
S3495,15.2,No,Yes,9,8.5
S3496,10.8,No,Yes,9,7.2
S3497,16.6,No,Yes,5,8.3
S3498,28.4,No,Yes,9,9.0
S3499,8.3,No,Yes,9,6.4
S3500,16.5,No,Yes,3,8.3
S3501,13.7,No,Yes,3,8.5
S3502,26.7,No,Yes,4,5.5
S3503,25.1,Yes,Yes,8,6.2
S3504,18.8,Yes,Yes,3,6.9
S3505,15.4,No,Yes,2,5.7
S3506,22.1,Yes,Yes,6,5.6
S3507,28.8,No,Yes,3,5.9
S3508,7.5,Yes,Yes,9,6.1
S3509,27.5,No,Yes,10,5.3
S3510,12.4,Yes,Yes,9,6.4
S3511,5.1,No,Yes,10,7.9
S3512,23.5,No,Yes,6,7.1
S3513,24.7,No,Yes,5,5.9
S3514,12.6,No,Yes,2,4.8
S3515,24.5,Yes,Yes,8,8.1
S3516,25.0,No,Yes,3,6.6
S3517,21.9,No,Yes,5,8.9
S3518,6.0,Yes,Yes,10,5.3
S3519,21.7,Yes,Yes,4,4.9
S3520,28.3,No,Yes,3,4.0
S3521,20.5,No,Yes,3,4.4
S3522,14.2,No,Yes,9,5.9
S3523,19.1,No,No,2,5.0
S3524,29.8,No,Yes,3,4.2
S3525,16.8,No,Yes,5,5.1
S3526,26.0,No,Yes,4,7.6
S3527,8.5,Yes,Yes,9,7.7
S3528,6.4,Yes,Yes,5,4.7
S3529,14.8,No,Yes,10,8.7
S3530,8.4,Yes,No,5,4.8
S3531,13.3,No,Yes,7,4.4
S3532,22.9,No,Yes,4,4.8
S3533,16.1,No,No,5,4.7
S3534,13.0,No,Yes,1,7.2
S3535,27.3,No,Yes,7,4.8
S3536,5.2,No,Yes,4,7.2
S3537,25.4,No,Yes,2,5.4
S3538,20.5,No,Yes,7,5.2
S3539,6.2,No,Yes,8,8.5
S3540,5.9,No,Yes,9,5.1
S3541,9.3,Yes,Yes,8,8.3
S3542,29.4,No,Yes,8,5.5
S3543,7.1,Yes,Yes,8,9.0
S3544,23.5,No,Yes,7,8.9
S3545,15.0,No,Yes,2,8.1
S3546,10.9,Yes,Yes,2,8.3
S3547,19.4,No,Yes,9,8.1
S3548,14.2,No,Yes,1,7.1
S3549,12.8,No,Yes,1,8.0
S3550,11.0,No,Yes,7,7.1
S3551,16.4,No,Yes,10,8.2
S3552,9.2,No,Yes,6,8.7
S3553,26.3,No,Yes,6,7.8
S3554,19.8,No,Yes,8,8.8
S3555,6.6,Yes,Yes,4,6.2
S3556,16.4,No,No,5,8.6
S3557,20.7,No,No,5,5.1
S3558,26.5,No,No,6,4.2
S3559,5.6,No,Yes,1,4.6
S3560,16.4,No,Yes,4,4.8
S3561,22.6,No,Yes,3,8.1
S3562,9.9,Yes,Yes,7,6.0
S3563,10.5,Yes,Yes,1,5.2
S3564,17.2,No,Yes,2,8.1
S3565,27.1,Yes,Yes,8,5.0
S3566,15.0,No,Yes,2,4.4
S3567,17.1,Yes,Yes,9,6.3
S3568,20.9,No,Yes,4,4.3
S3569,12.8,No,Yes,3,5.4
S3570,26.7,No,No,4,7.5
S3571,29.0,No,Yes,9,5.9
S3572,21.3,No,Yes,7,4.4
S3573,21.0,No,Yes,4,6.0
S3574,21.8,No,No,7,6.6
S3575,9.8,Yes,Yes,8,5.3
S3576,23.3,Yes,Yes,8,4.9
S3577,13.7,Yes,Yes,6,7.8
S3578,29.8,Yes,No,1,4.3
S3579,23.8,No,Yes,10,8.8
S3580,19.6,No,Yes,3,4.0
S3581,27.8,Yes,Yes,6,7.3
S3582,29.3,No,Yes,1,4.7
S3583,25.5,No,No,5,6.7
S3584,23.9,No,Yes,2,4.9
S3585,6.5,No,Yes,1,4.2
S3586,22.7,Yes,Yes,10,8.3
S3587,13.4,Yes,Yes,3,6.1
S3588,28.2,No,Yes,2,5.4
S3589,20.3,No,Yes,6,8.7
S3590,14.3,No,Yes,6,4.4
S3591,13.5,No,Yes,7,5.7
S3592,18.9,No,Yes,7,4.9
S3593,17.3,No,Yes,5,9.0
S3594,14.8,No,Yes,3,6.7
S3595,10.2,No,No,6,8.1
S3596,24.9,No,Yes,3,4.8
S3597,15.8,Yes,Yes,5,5.5
S3598,7.5,Yes,Yes,3,7.1
S3599,7.1,No,Yes,6,4.9
S3600,11.0,Yes,No,4,6.5
S3601,18.8,No,Yes,9,8.7
S3602,8.7,No,Yes,2,8.7
S3603,10.4,No,No,7,5.8
S3604,17.5,No,Yes,5,6.6
S3605,10.4,No,No,9,5.0
S3606,26.5,No,Yes,10,8.9
S3607,19.8,Yes,Yes,5,6.6
S3608,7.1,No,Yes,5,5.0
S3609,8.5,No,Yes,2,8.2
S3610,9.9,No,Yes,3,6.1
S3611,20.7,Yes,No,6,7.2
S3612,7.6,No,No,4,8.2
S3613,6.1,No,No,3,5.5
S3614,23.2,No,Yes,5,6.9
S3615,17.0,No,Yes,9,4.3
S3616,26.2,Yes,Yes,3,5.2
S3617,24.8,Yes,Yes,7,4.7
S3618,11.8,No,Yes,9,7.2
S3619,9.8,No,Yes,4,5.3
S3620,17.9,Yes,Yes,7,7.8
S3621,7.0,No,Yes,7,7.8
S3622,20.8,No,No,3,7.9
S3623,5.3,Yes,Yes,1,4.7
S3624,25.1,Yes,Yes,4,6.6
S3625,27.3,No,No,9,7.4
S3626,29.9,No,No,10,5.6
S3627,13.6,Yes,Yes,7,5.3
S3628,19.0,No,Yes,10,7.6
S3629,26.6,Yes,Yes,6,5.8
S3630,16.6,Yes,No,5,5.2
S3631,13.2,No,Yes,10,6.8
S3632,6.2,No,Yes,10,7.1
S3633,14.9,No,Yes,1,7.9
S3634,7.0,No,Yes,4,4.2
S3635,14.1,Yes,Yes,3,4.9
S3636,13.6,No,Yes,3,7.9
S3637,21.2,No,Yes,1,6.7
S3638,14.2,No,Yes,3,8.0
S3639,14.6,No,No,10,6.2
S3640,12.2,Yes,Yes,10,6.3
S3641,20.2,No,Yes,8,5.9
S3642,14.7,No,Yes,4,7.5
S3643,28.7,Yes,Yes,7,7.0
S3644,27.3,No,Yes,2,6.0
S3645,10.9,Yes,Yes,7,4.9
S3646,15.1,No,Yes,6,4.0
S3647,20.9,No,Yes,8,4.5
S3648,5.4,No,Yes,8,4.5
S3649,10.7,Yes,No,8,6.8
S3650,12.1,No,No,10,7.8
S3651,15.1,No,Yes,4,6.3
S3652,27.2,Yes,Yes,9,6.1
S3653,7.4,No,Yes,8,4.7
S3654,6.6,Yes,Yes,4,8.5
S3655,21.6,No,Yes,2,7.7
S3656,14.1,Yes,Yes,1,6.1
S3657,9.4,Yes,Yes,2,4.5
S3658,22.5,Yes,Yes,5,8.2
S3659,11.1,Yes,Yes,5,4.8
S3660,19.1,No,Yes,10,7.4
S3661,15.2,Yes,Yes,2,5.7
S3662,14.0,No,No,4,8.3
S3663,23.0,Yes,Yes,8,6.9
S3664,20.3,No,Yes,1,5.1
S3665,17.8,Yes,Yes,2,4.1
S3666,8.2,No,Yes,2,5.1
S3667,19.6,Yes,Yes,5,5.8
S3668,22.3,No,Yes,2,7.5
S3669,25.4,No,Yes,8,5.1
S3670,12.5,No,Yes,3,5.3
S3671,11.6,No,No,3,6.2
S3672,23.7,No,Yes,8,4.2
S3673,16.7,Yes,Yes,1,7.8
S3674,15.1,Yes,Yes,4,4.4
S3675,9.0,No,Yes,7,7.7
S3676,15.9,Yes,Yes,5,5.3
S3677,23.2,No,Yes,3,6.3
S3678,16.3,No,Yes,8,6.1
S3679,26.8,No,Yes,5,5.3
S3680,5.1,No,Yes,6,5.3
S3681,9.5,No,No,1,8.7
S3682,20.4,No,Yes,3,5.5
S3683,21.8,No,Yes,10,4.9
S3684,11.9,No,No,4,5.3
S3685,28.5,No,Yes,10,7.5
S3686,13.3,No,Yes,10,5.5
S3687,15.3,Yes,No,4,4.9
S3688,29.4,No,Yes,5,6.1
S3689,17.0,No,Yes,9,4.6
S3690,20.3,Yes,Yes,4,6.0
S3691,18.5,No,Yes,7,8.3
S3692,9.4,Yes,Yes,8,5.9
S3693,29.8,Yes,Yes,7,6.6
S3694,6.5,No,Yes,2,7.9
S3695,29.6,No,Yes,1,6.6
S3696,16.7,No,Yes,5,4.2
S3697,9.7,No,Yes,8,5.1
S3698,9.2,No,Yes,1,8.5
S3699,21.4,Yes,Yes,2,8.0
S3700,22.8,Yes,Yes,9,7.8
S3701,27.5,No,Yes,6,6.7
S3702,10.9,No,Yes,1,5.8
S3703,15.8,No,Yes,8,7.5
S3704,29.3,No,Yes,3,7.3
S3705,15.7,Yes,Yes,4,7.2
S3706,16.5,No,Yes,10,6.5
S3707,12.2,Yes,Yes,5,5.3
S3708,26.8,No,Yes,9,6.2
S3709,14.1,No,Yes,5,6.6
S3710,20.9,No,Yes,6,5.1
S3711,9.6,Yes,Yes,7,5.2
S3712,20.4,No,Yes,5,8.0
S3713,28.3,No,Yes,5,5.6
S3714,24.4,No,Yes,2,8.9
S3715,6.7,No,Yes,2,6.2
S3716,20.8,No,Yes,6,7.0
S3717,19.0,No,No,10,6.5
S3718,13.5,No,Yes,6,6.5
S3719,26.1,No,Yes,10,8.5
S3720,24.8,No,Yes,6,4.5
S3721,21.2,No,Yes,3,5.7
S3722,23.6,No,Yes,9,5.4
S3723,9.8,No,Yes,7,5.6
S3724,28.0,No,Yes,4,8.6
S3725,21.7,No,Yes,9,4.3
S3726,16.7,No,Yes,4,5.4
